Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Item_Combined,Outlet_Code
NCM31,6.095,1,0.081196619,141.4154,OUT046,12,2,0,1,1418.154,2,8
FDE33,19.35,2,0.049916364000000005,80.2644,OUT017,2,1,1,1,942.7728,1,2
FDU36,6.15,0,0.04627095,99.3384,OUT046,12,2,0,1,2364.9216,1,8
FDV13,12.792854228644991,2,0.02747716,87.9856,OUT027,24,1,2,3,3251.7672,1,5
FDV20,12.792854228644991,2,0.10470453699999999,125.2678,OUT019,24,2,0,0,254.3356,1,4
NCQ54,17.7,1,0.012540003000000001,167.0474,OUT035,5,2,1,1,5895.659000000001,2,6
FDO23,17.85,0,0.147023834,93.7436,OUT018,0,1,2,2,1134.5232,1,3
DRE60,9.395,0,0.15965759599999998,224.972,OUT045,7,1,1,1,7696.648,0,7
DRP47,15.75,0,0.141398626,250.5382,OUT017,2,1,1,1,2775.7202,0,2
FDB21,7.475,0,0.148821808,241.2854,OUT045,7,1,1,1,5317.0788,1,7
FDR04,7.075,0,0.021757498666666666,98.0068,OUT018,0,1,2,2,874.8612,1,3
FDX23,6.445,0,0.029691762000000003,92.6436,OUT046,12,2,0,1,1039.9796,1,8
FDX19,19.1,0,0.09671552300000001,235.0958,OUT035,5,2,1,1,3038.0454,1,6
FDD40,20.25,2,0.014790558999999998,193.6162,OUT035,5,2,1,1,3848.324,1,6
FDA01,15.0,2,0.054378253,59.1904,OUT046,12,2,0,1,527.3136,1,8
FDS33,6.67,2,0.123428594,89.1514,OUT046,12,2,0,1,2390.8878,1,8
FDM50,12.792854228644991,2,0.029943462999999997,60.222,OUT027,24,1,2,3,1677.816,1,5
FDB29,16.7,2,0.052368060999999994,112.7176,OUT013,22,0,2,1,801.6232,1,1
FDF46,7.07,0,0.09386114400000001,115.5834,OUT045,7,1,1,1,1267.0174,1,7
FDA33,6.48,0,0.033968647000000005,148.0076,OUT045,7,1,1,1,886.8456,1,7
FDC08,19.0,2,0.173154079,228.27200000000002,OUT010,11,1,2,0,452.744,1,0
FDB53,13.35,0,0.139735226,147.5392,OUT045,7,1,1,1,3877.6192,1,7
FDY31,12.792854228644991,0,0.043351895999999994,146.6418,OUT027,24,1,2,3,4414.254,1,5
DRQ35,12.792854228644991,0,0.042086652,122.4388,OUT027,24,1,2,3,5448.9072,0,5
FDX36,9.695,2,0.12848269,223.9404,OUT049,10,1,0,1,4950.8888,1,9
DRD13,15.0,0,0.049357077,62.6168,OUT017,2,1,1,1,958.752,0,2
FDC52,11.15,2,0.008326735,149.9708,OUT017,2,1,1,1,1956.1204,1,2
FDB45,20.85,0,0.021362955,103.2306,OUT049,10,1,0,1,2404.2038,1,9
NCK19,9.8,1,0.151420934,194.3478,OUT010,11,1,2,0,387.4956,2,0
FDV51,16.35,0,0.032511818,165.0842,OUT013,22,0,2,1,994.7052,1,1
FDZ35,9.6,2,0.022323658,101.29899999999999,OUT045,7,1,1,1,1754.3829999999998,1,7
NCW17,12.792854228644991,1,0.019292355,129.9994,OUT027,24,1,2,3,3340.9844,2,5
FDV59,13.35,0,0.048124442999999996,216.7166,OUT045,7,1,1,1,3918.8988,1,7
DRH39,20.7,0,0.09261307,76.367,OUT013,22,0,2,1,306.268,0,1
FDN60,12.792854228644991,0,0.094697274,158.4604,OUT027,24,1,2,3,4278.4308,1,5
FDU55,16.2,0,0.035984103999999996,260.6278,OUT045,7,1,1,1,4425.5726,1,7
FDN58,12.792854228644991,2,0.056596985,230.9984,OUT027,24,1,2,3,9267.936,1,5
FDC41,12.792854228644991,0,0.2047,76.867,OUT019,24,2,0,0,229.701,1,4
FDO01,12.792854228644991,2,0.020618324,129.3994,OUT027,24,1,2,3,2055.9904,1,5
NCO43,5.5,1,0.04709821,101.3016,OUT046,12,2,0,1,3339.6528,2,8
FDQ07,15.1,2,0.087584126,221.7456,OUT045,7,1,1,1,6410.3224,1,7
FDF28,15.7,2,0.038078899,122.9046,OUT017,2,1,1,1,1992.0736,1,2
FDM01,7.895,2,0.095102092,104.4332,OUT017,2,1,1,1,2870.9296,1,2
FDY49,12.792854228644991,2,0.011953901999999999,164.5184,OUT027,24,1,2,3,2807.0128,1,5
FDR24,17.35,2,0.062799379,88.18299999999999,OUT013,22,0,2,1,539.298,1,1
NCY18,7.285,1,0.031125708999999998,174.3054,OUT013,22,0,2,1,4377.635,2,1
NCY30,20.25,1,0.026005891,180.9976,OUT045,7,1,1,1,2716.4640000000004,2,7
FDJ22,12.792854228644991,0,0.09246392,190.9504,OUT019,24,2,0,0,383.5008,1,4
DRI37,15.85,0,0.107765165,59.5904,OUT049,10,1,0,1,703.0848,0,9
FDL27,6.17,0,0.010647476999999999,66.3826,OUT049,10,1,0,1,1937.4779999999998,1,9
NCO30,19.5,1,0.015749341,182.2608,OUT049,10,1,0,1,3307.6944,2,9
NCB07,19.2,1,0.077628053,197.611,OUT049,10,1,0,1,3142.5759999999996,2,9
FDX25,16.7,0,0.07659550849999999,181.2292,OUT018,0,1,2,2,2554.0088,1,3
FDP59,20.85,2,0.056695731,104.0648,OUT018,0,1,2,2,1869.5664,1,3
FDR59,14.5,2,0.063993068,260.4594,OUT045,7,1,1,1,5494.8474,1,7
FDT27,11.395,2,0.06952926200000001,233.1616,OUT013,22,0,2,1,6093.4016,1,1
DRI01,7.97,0,0.034452949,174.0422,OUT046,12,2,0,1,2586.633,0,8
FDU09,7.71,2,0.06670068,55.2956,OUT049,10,1,0,1,1255.6988,1,9
FDH26,19.25,2,0.034699737,141.7496,OUT046,12,2,0,1,4093.3384,1,8
FDH27,7.075,0,0.058346939,142.2128,OUT046,12,2,0,1,3163.8816,1,8
FDN39,12.792854228644991,2,0.065203103,166.0816,OUT027,24,1,2,3,5033.448,1,5
FDH40,11.6,2,0.07892957099999999,79.9276,OUT046,12,2,0,1,1137.1864,1,8
FDJ56,12.792854228644991,0,0.18251488100000002,98.77,OUT027,24,1,2,3,2696.49,1,5
DRN47,12.1,0,0.016895293000000002,178.56599999999997,OUT018,0,1,2,2,898.83,0,3
NCO17,10.0,1,0.073379745,118.244,OUT046,12,2,0,1,2756.4120000000003,2,8
FDX60,14.35,0,0.08075758,81.896,OUT045,7,1,1,1,878.8560000000001,1,7
FDT22,10.395,0,0.11227149800000001,58.222,OUT049,10,1,0,1,659.1419999999999,1,9
FDX26,12.792854228644991,0,0.153741385,182.6292,OUT019,24,2,0,0,182.4292,1,4
FDG45,8.1,0,0.127929521,211.4902,OUT013,22,0,2,1,3610.6334,1,1
FDD44,8.05,2,0.07838564,256.4646,OUT035,5,2,1,1,5153.292,1,6
FDS15,9.195,2,0.078502143,108.7596,OUT017,2,1,1,1,2588.6304,1,2
FDL51,20.7,2,0.047684831,212.5876,OUT018,0,1,2,2,1286.3256,1,3
FDL32,15.7,2,0.12315965599999999,110.1544,OUT017,2,1,1,1,1230.3984,1,2
FDZ07,12.792854228644991,2,0.08856658660000001,60.2194,OUT027,24,1,2,3,1733.7432,1,5
NCW53,12.792854228644991,1,0.053392944000000005,193.8162,OUT019,24,2,0,0,384.8324,2,4
NCA54,16.5,1,0.036715907,180.0318,OUT045,7,1,1,1,3969.4996,2,7
FDX09,9.0,0,0.065236932,176.437,OUT035,5,2,1,1,7763.228,1,6
FDO51,6.785,2,0.041947547,41.2112,OUT013,22,0,2,1,809.6128,1,1
FDW49,19.5,0,0.08288849599999999,178.6002,OUT018,0,1,2,2,1253.7014,1,3
FDB27,7.575,0,0.055390120999999994,195.2768,OUT046,12,2,0,1,5715.2272,1,8
FDF45,18.2,2,0.012194556,57.7904,OUT013,22,0,2,1,1464.76,1,1
FDV02,16.75,0,0.060495243,169.8106,OUT013,22,0,2,1,3251.1014,1,1
FDY28,7.47,2,0.11801561029999999,214.3218,OUT035,5,2,1,1,4274.436,1,6
FDX31,12.792854228644991,2,0.014753811,231.7958,OUT027,24,1,2,3,5375.0034,1,5
FDR43,12.792854228644991,0,0.160707489,38.019,OUT027,24,1,2,3,1318.2839999999999,1,5
FDP51,13.85,2,0.085622362,119.4124,OUT018,0,1,2,2,2251.7356,1,3
FDL52,6.635,2,0.046350909,37.4506,OUT017,2,1,1,1,1176.4686,1,2
FDR44,6.11,2,0.102920886,130.4968,OUT046,12,2,0,1,3523.4136,1,8
FDB34,15.25,0,0.026604781,86.2198,OUT035,5,2,1,1,610.5386,1,6
FDC50,15.85,0,0.14239877090000003,96.4094,OUT035,5,2,1,1,1237.7222,1,6
FDT57,15.2,0,0.031860325,235.1248,OUT010,11,1,2,0,474.0496,1,0
FDP22,12.792854228644991,2,0.086892962375,52.6666,OUT027,24,1,2,3,717.7324,1,5
DRE49,20.75,0,0.021250002,150.5024,OUT046,12,2,0,1,2580.6408,0,8
FDM40,10.195,0,0.159936948,143.2154,OUT046,12,2,0,1,2552.6772,1,8
FDY32,7.605,0,0.12950314599999999,164.021,OUT045,7,1,1,1,3914.9040000000005,1,7
FDW07,18.0,2,0.142688846,88.5514,OUT046,12,2,0,1,796.9626,1,8
FDU02,12.792854228644991,0,0.179484411,228.9352,OUT019,24,2,0,0,916.1408,1,4
NCF18,18.35,1,0.08916305599999999,191.3504,OUT045,7,1,1,1,3259.7568,2,7
FDQ56,6.59,0,0.105761491,84.8908,OUT049,10,1,0,1,1677.816,1,9
FDN58,13.8,2,0.056960814000000005,230.0984,OUT049,10,1,0,1,3707.1744,1,9
FDG35,21.2,2,0.00704098,173.5738,OUT046,12,2,0,1,2954.1546,1,8
FDY34,10.5,2,0.011026593999999999,166.4842,OUT018,0,1,2,2,2652.5472,1,3
NCE19,8.97,1,0.093203257,52.7956,OUT045,7,1,1,1,1037.3164,2,7
NCK31,12.792854228644991,1,0.026916793999999997,50.9666,OUT027,24,1,2,3,717.7324,2,5
NCJ29,10.6,1,0.035264298,86.1224,OUT045,7,1,1,1,426.11199999999997,2,7
FDT59,13.65,0,0.015908423999999997,231.1668,OUT035,5,2,1,1,6911.004,1,6
NCX41,19.0,1,0.017719277,211.0244,OUT046,12,2,0,1,3811.0392,2,8
FDU45,12.792854228644991,2,0.035334201,115.3518,OUT027,24,1,2,3,2277.036,1,5
FDW24,12.792854228644991,0,0.065652494,48.9034,OUT019,24,2,0,0,48.6034,1,4
FDF22,6.865,0,0.056919038,212.8218,OUT049,10,1,0,1,5770.4886,1,9
FDM60,10.8,2,0.048143292000000004,40.2138,OUT046,12,2,0,1,690.4346,1,8
FDR02,16.7,0,0.022047313,110.2886,OUT013,22,0,2,1,1890.2062,1,1
DRP35,12.792854228644991,0,0.090427268,126.2336,OUT027,24,1,2,3,3195.84,0,5
FDS48,15.15,0,0.027779254,150.1708,OUT046,12,2,0,1,1504.7079999999999,1,8
NCZ42,10.5,1,0.011015122200000001,238.3248,OUT010,11,1,2,0,711.0744,2,0
FDZ38,17.6,0,0.008033611,174.2422,OUT018,0,1,2,2,4311.055,1,3
FDH19,19.35,0,0.033088472,175.4738,OUT046,12,2,0,1,521.3214,1,8
NCB55,15.7,1,0.160663021,59.4562,OUT046,12,2,0,1,829.5868,2,8
FDC15,18.1,0,0.178975721,155.5288,OUT017,2,1,1,1,1571.2879999999998,1,2
FDF11,10.195,2,0.017627888,239.6538,OUT035,5,2,1,1,2403.538,1,6
FDW35,12.792854228644991,0,0.0194158,41.6454,OUT019,24,2,0,0,83.8908,1,4
FDB44,6.655,0,0.016993225,211.0586,OUT045,7,1,1,1,844.2344,1,7
NCC06,19.0,1,0.027139012999999997,127.3336,OUT017,2,1,1,1,2940.1728,2,2
FDR04,7.075,0,0.03777249,98.0068,OUT010,11,1,2,0,291.6204,1,0
FDB17,13.15,0,0.036746479,181.2976,OUT045,7,1,1,1,3259.7568,1,7
FDW43,20.1,2,0.022460102000000003,226.8036,OUT049,10,1,0,1,3415.554,1,9
FDA27,20.35,2,0.03008312277777778,256.7672,OUT018,0,1,2,2,5624.6784,1,3
NCU41,18.85,1,0.05213575,190.1846,OUT049,10,1,0,1,6687.960999999999,2,9
FDY56,16.35,2,0.062508438,227.1062,OUT049,10,1,0,1,5642.655,1,9
FDV39,11.3,0,0.007309544,196.2426,OUT018,0,1,2,2,4943.565,1,3
FDN32,17.5,0,0.015623753999999998,182.6266,OUT018,0,1,2,2,3135.2522,1,3
FDW07,18.0,2,0.14297822300000002,87.4514,OUT045,7,1,1,1,796.9626,1,7
FDZ27,7.935,0,0.017191055,51.535,OUT045,7,1,1,1,848.895,1,7
FDW23,12.792854228644991,0,0.143592939,37.3164,OUT019,24,2,0,0,38.6164,1,4
FDU01,20.25,2,0.011995271000000002,184.5924,OUT046,12,2,0,1,4997.4948,1,8
FDF10,15.5,2,0.15717236,149.1418,OUT049,10,1,0,1,588.5672,1,9
DRH03,12.792854228644991,0,0.061393095,91.81200000000001,OUT019,24,2,0,0,372.848,0,4
FDW27,12.792854228644991,2,0.264124669,155.7314,OUT019,24,2,0,0,155.1314,1,4
DRI13,15.35,0,0.020310046000000002,218.0508,OUT013,22,0,2,1,3038.7112,0,1
NCR05,10.1,1,0.054630834,200.2084,OUT046,12,2,0,1,1587.2672,2,8
FDB29,16.7,2,0.052517969000000005,115.4176,OUT045,7,1,1,1,687.1056,1,7
FDL51,20.7,2,0.047565208,213.4876,OUT049,10,1,0,1,1929.4884,1,9
FDB11,16.0,0,0.060797393,223.8404,OUT013,22,0,2,1,3600.6464,1,1
FDI35,14.0,0,0.041291168999999996,180.7634,OUT046,12,2,0,1,2181.1608,1,8
FDX08,12.85,0,0.022604051,181.4318,OUT046,12,2,0,1,3428.2042,1,8
FDP59,20.85,2,0.056580227999999996,105.6648,OUT045,7,1,1,1,623.1888,1,7
NCJ18,12.35,1,0.16419682300000002,120.5124,OUT049,10,1,0,1,2133.2232,2,9
FDJ41,6.85,0,0.022976497000000002,261.6594,OUT018,0,1,2,2,3401.5722,1,3
FDU08,10.3,0,0.027310252,101.0042,OUT035,5,2,1,1,1289.6546,1,6
FDS09,12.792854228644991,2,0.141975462,49.6008,OUT019,24,2,0,0,50.6008,1,4
DRH15,8.775,0,0.1069699491111111,45.9428,OUT013,22,0,2,1,790.9704,0,1
NCV17,18.85,1,0.01619866,129.2626,OUT017,2,1,1,1,3147.9024,2,2
NCO54,12.792854228644991,1,0.014205168,56.7614,OUT027,24,1,2,3,2486.763,2,5
FDE24,14.85,0,0.09344495,141.0812,OUT035,5,2,1,1,1139.8496,1,6
FDH53,20.5,2,0.019199733,84.3592,OUT046,12,2,0,1,1816.3024,1,8
FDZ13,7.84,2,0.15412025199999999,51.935,OUT018,0,1,2,2,199.74,1,3
FDW28,18.25,0,0.089004389,196.7452,OUT045,7,1,1,1,978.7260000000001,1,7
FDU46,10.3,2,0.011117041000000001,85.854,OUT013,22,0,2,1,2683.1740000000004,1,1
NCE43,12.5,1,0.103422709,169.9448,OUT035,5,2,1,1,2897.5616,2,6
FDS26,12.792854228644991,0,0.089035961,260.5594,OUT027,24,1,2,3,9158.079,1,5
FDB14,20.25,2,0.102723919,93.212,OUT046,12,2,0,1,1957.4520000000002,1,8
DRB48,12.792854228644991,2,0.024733134,40.2822,OUT027,24,1,2,3,1296.3126,0,5
NCC42,15.0,1,0.044871033,140.3838,OUT013,22,0,2,1,2528.7084,2,1
FDQ20,8.325,0,0.029760052000000002,38.7138,OUT013,22,0,2,1,284.2966,1,1
FDA13,15.85,0,0.078999287,38.6506,OUT017,2,1,1,1,759.012,1,2
FDZ15,13.1,0,0.020870744,117.3782,OUT046,12,2,0,1,1787.6729999999998,1,8
NCV42,6.26,1,0.031599715,111.3228,OUT017,2,1,1,1,2431.5016,2,2
DRI51,17.25,0,0.042413704,173.1764,OUT018,0,1,2,2,4466.1864,0,3
FDO28,5.765,0,0.072284689,119.9098,OUT035,5,2,1,1,2048.6666,1,6
NCS54,13.6,1,0.009984847,175.437,OUT013,22,0,2,1,1940.807,2,1
FDH16,10.5,0,0.052852620999999995,88.78299999999999,OUT017,2,1,1,1,2067.3089999999997,1,2
FDG24,7.975,0,0.014660821000000001,85.125,OUT045,7,1,1,1,2663.2,1,7
FDR52,12.65,2,0.076354362,192.1846,OUT018,0,1,2,2,1146.5076,1,3
NCH06,12.3,1,0.07670963900000001,247.84599999999998,OUT045,7,1,1,1,3448.844,2,7
FDA36,5.985,0,0.005677876,184.8924,OUT045,7,1,1,1,1665.8316,1,7
FDU56,12.792854228644991,0,0.033379831125,184.7266,OUT027,24,1,2,3,8114.7704,1,5
FDT09,15.15,2,0.012282366000000001,132.5284,OUT049,10,1,0,1,1713.7692,1,9
FDU25,12.35,0,0.026681262,56.4246,OUT046,12,2,0,1,810.9444,1,8
FDK41,14.3,0,0.127541722,84.9224,OUT046,12,2,0,1,1193.1136,1,8
NCT54,8.695,1,0.119513002,93.4094,OUT035,5,2,1,1,856.8846,2,6
FDV51,16.35,0,0.054463442,163.8842,OUT010,11,1,2,0,165.7842,1,0
FDM24,6.135,2,0.07649992722222222,151.3366,OUT045,7,1,1,1,1057.9562,1,7
NCO30,19.5,1,0.015756784,185.0608,OUT045,7,1,1,1,2205.1296,2,7
FDQ45,9.5,2,0.010907967,182.3608,OUT013,22,0,2,1,2940.1728,1,1
DRK59,8.895,0,0.07543556,235.8616,OUT035,5,2,1,1,3046.7008,0,6
FDW28,18.25,0,0.0856783318888889,196.8452,OUT046,12,2,0,1,3327.6684,1,8
FDC02,21.35,0,0.11519471699999999,258.3278,OUT010,11,1,2,0,520.6556,1,0
FDR21,19.7,0,0.066922802,174.83700000000002,OUT035,5,2,1,1,2999.429,1,6
FDN48,12.792854228644991,0,0.064636203,90.0804,OUT027,24,1,2,3,2113.2492,1,5
FDT44,16.6,0,0.10319540099999999,117.8466,OUT045,7,1,1,1,942.7728,1,7
FDX14,12.792854228644991,0,0.13121032,74.0354,OUT019,24,2,0,0,75.2354,1,4
FDH57,10.895,0,0.035747522000000004,133.6284,OUT046,12,2,0,1,1581.9408,1,8
FDH28,12.792854228644991,2,0.192650072,37.4506,OUT019,24,2,0,0,37.9506,1,4
NCT41,12.792854228644991,1,0.09803177099999999,151.3024,OUT019,24,2,0,0,151.8024,2,4
FDO11,12.792854228644991,2,0.030118337999999998,248.8092,OUT027,24,1,2,3,3486.1288,1,5
NCP42,8.51,1,0.016201845,195.2478,OUT017,2,1,1,1,4262.4516,2,2
FDN09,14.15,0,0.05837308,243.9828,OUT010,11,1,2,0,731.0484,1,0
FDP32,6.65,0,0.087652908,128.8678,OUT035,5,2,1,1,1398.8458,1,6
FDV57,15.25,2,0.065999008,177.96599999999998,OUT049,10,1,0,1,2336.958,1,9
FDW28,18.25,0,0.088750333,196.5452,OUT013,22,0,2,1,2348.9424,1,1
FDR56,12.792854228644991,2,0.100277876,196.8768,OUT027,24,1,2,3,7094.7648,1,5
FDA40,16.0,2,0.09925243800000001,87.4856,OUT035,5,2,1,1,1054.6272,1,6
NCG42,19.2,1,0.039758360333333326,127.831,OUT045,7,1,1,1,1298.31,2,7
NCK54,12.15,1,0.016397122111111113,117.815,OUT017,2,1,1,1,2330.3,2,2
FDE16,8.895,0,0.026384672,208.9954,OUT049,10,1,0,1,4584.6988,1,9
FDB15,10.895,0,0.228993134,263.4568,OUT010,11,1,2,0,527.3136,1,0
FDC40,16.0,2,0.065431917,76.1986,OUT017,2,1,1,1,1869.5664,1,2
FDE53,12.792854228644991,0,0.026749991,106.928,OUT027,24,1,2,3,2876.256,1,5
FDK24,9.195,0,0.08725649611111111,43.6744,OUT018,0,1,2,2,407.4696,1,3
FDW31,11.35,2,0.043333912,201.0742,OUT018,0,1,2,2,2189.8162,1,3
NCX29,10.0,1,0.08965681199999999,144.0102,OUT017,2,1,1,1,1603.9122,2,2
NCM07,9.395,1,0.039954281,82.4908,OUT035,5,2,1,1,2013.3792,2,6
DRN36,12.792854228644991,0,0.087854925,95.9752,OUT019,24,2,0,0,95.8752,0,4
FDQ37,20.75,0,0.14940405699999998,192.8478,OUT010,11,1,2,0,774.9912,1,0
FDK43,9.8,0,0.0268952,128.40200000000002,OUT045,7,1,1,1,2403.538,1,7
FDK28,5.695,0,0.065857092,258.5646,OUT018,0,1,2,2,4380.2982,1,3
FDR43,18.2,0,0.161817014,37.819,OUT045,7,1,1,1,219.71400000000003,1,7
FDL48,19.35,2,0.082197959,49.2034,OUT013,22,0,2,1,729.051,1,1
DRL23,18.35,0,0.015335349,106.6938,OUT045,7,1,1,1,1393.5194,0,7
NCX42,6.36,1,0.00599072,163.6526,OUT045,7,1,1,1,5262.4832,2,7
DRD37,9.8,0,0.013898123,46.506,OUT018,0,1,2,2,372.848,0,3
FDZ47,12.792854228644991,2,0.078912473,99.9042,OUT027,24,1,2,3,3273.7386,1,5
NCJ54,12.792854228644991,1,0.059776237,231.7642,OUT027,24,1,2,3,5344.3766,2,5
FDL52,6.635,2,0.0480856657,39.7506,OUT013,22,0,2,1,303.6048,1,1
FDC15,18.1,0,0.29788371199999997,156.7288,OUT010,11,1,2,0,314.2576,1,0
NCD19,8.93,1,0.022059594,56.0614,OUT010,11,1,2,0,276.307,2,0
FDD08,8.3,0,0.03532494,38.9506,OUT013,22,0,2,1,721.0614,1,1
NCN18,8.895,1,0.124967595,112.7544,OUT045,7,1,1,1,3467.4864,2,7
FDY56,16.35,2,0.062411404000000004,225.9062,OUT046,12,2,0,1,5416.9488,1,8
NCI29,8.6,1,0.032754431,140.5154,OUT018,0,1,2,2,283.6308,2,3
NCE06,12.792854228644991,1,0.160178832,160.2894,OUT019,24,2,0,0,323.5788,2,4
FDC08,19.0,2,0.10403514800000001,227.77200000000002,OUT017,2,1,1,1,5206.556,1,2
FDU52,7.56,0,0.06390019,157.263,OUT045,7,1,1,1,2503.408,1,7
FDN16,12.6,2,0.06264811099999999,104.899,OUT013,22,0,2,1,1960.781,1,1
NCM55,15.6,1,0.11168586800000001,184.7924,OUT010,11,1,2,0,370.1848,2,0
FDR49,8.71,0,0.23303981699999998,49.5376,OUT010,11,1,2,0,95.8752,1,0
FDC15,18.1,0,0.17824575,158.1288,OUT049,10,1,0,1,3299.7048,1,9
FDB53,13.35,0,0.140241213,150.2392,OUT017,2,1,1,1,2684.5056,1,2
FDK44,16.6,0,0.1189452657777778,173.3738,OUT046,12,2,0,1,2085.2856,1,8
FDA16,6.695,0,0.033935576,221.9456,OUT035,5,2,1,1,2210.456,1,6
FDO19,12.792854228644991,2,0.016516275,47.4034,OUT027,24,1,2,3,2187.153,1,5
FDO04,16.6,0,0.026537206,57.2614,OUT046,12,2,0,1,1049.9666,1,8
NCL19,15.35,1,0.015673267,145.047,OUT035,5,2,1,1,2719.7929999999997,2,6
FDA44,19.7,0,0.089083914,54.593,OUT010,11,1,2,0,56.593,1,0
FDR60,14.3,0,0.13115279900000001,78.6328,OUT017,2,1,1,1,231.6984,1,2
FDV37,12.792854228644991,2,0.083109455,195.8426,OUT027,24,1,2,3,5734.5354,1,5
FDG53,10.0,0,0.045818773,138.718,OUT013,22,0,2,1,1398.18,1,1
DRG01,14.8,0,0.044869794000000005,76.467,OUT035,5,2,1,1,1531.34,0,6
FDB38,12.792854228644991,2,0.0237360856,160.692,OUT019,24,2,0,0,319.584,1,4
FDI27,8.71,2,0.04605781,43.8744,OUT049,10,1,0,1,633.8416,1,9
FDD29,12.15,0,0.030815427000000003,252.0698,OUT010,11,1,2,0,1014.6792,1,0
NCR41,17.85,1,0.01806055,97.0094,OUT045,7,1,1,1,2094.6068,2,7
FDW44,9.5,2,0.035205866,171.3448,OUT049,10,1,0,1,2386.2272,1,9
FDU21,11.8,2,0.076705948,34.7558,OUT035,5,2,1,1,780.9834,1,6
FDI14,14.1,0,0.089677773,139.8496,OUT046,12,2,0,1,1693.7952,1,8
FDW50,12.792854228644991,0,0.132327406,168.4158,OUT019,24,2,0,0,334.2316,1,4
FDN39,19.35,2,0.065520388,168.3816,OUT046,12,2,0,1,1342.2528,1,8
FDT31,19.75,0,0.012518706999999999,190.6872,OUT017,2,1,1,1,4916.2672,1,2
FDJ14,10.3,2,0.050353695,78.696,OUT017,2,1,1,1,1757.7120000000002,1,2
NCQ43,12.792854228644991,1,0.110762642,108.5912,OUT027,24,1,2,3,1637.868,2,5
FDZ22,12.792854228644991,0,0.045050674000000006,84.925,OUT027,24,1,2,3,1747.725,1,5
FDU38,10.8,0,0.083016832,193.4504,OUT017,2,1,1,1,2876.256,1,2
FDS32,17.75,2,0.030929289300000003,139.9838,OUT045,7,1,1,1,1966.7732,1,7
DRH13,8.575,0,0.023983257999999997,106.32799999999999,OUT018,0,1,2,2,958.752,0,3
DRF03,19.1,0,0.075836522,40.2138,OUT010,11,1,2,0,81.2276,0,0
FDJ20,20.7,2,0.100330684,123.4388,OUT049,10,1,0,1,1238.388,1,9
FDE22,12.792854228644991,0,0.051778173,157.892,OUT019,24,2,0,0,319.584,1,4
FDX22,6.785,2,0.022970467999999997,211.0928,OUT035,5,2,1,1,4418.2488,1,6
DRM11,6.57,0,0.066014596,259.7278,OUT013,22,0,2,1,2863.6058,0,1
FDL58,5.78,2,0.07429945,264.9568,OUT045,7,1,1,1,1845.5976,1,7
FDL25,6.92,2,0.131128467,93.1804,OUT049,10,1,0,1,1561.9668,1,9
FDD40,20.25,2,0.014816356000000001,194.1162,OUT049,10,1,0,1,3848.324,1,9
FDT08,13.65,0,0.049318315,149.005,OUT045,7,1,1,1,2097.27,1,7
FDO22,13.5,2,0.017960491999999998,81.596,OUT017,2,1,1,1,639.168,1,2
NCM41,16.5,1,0.035801238,92.61200000000001,OUT018,0,1,2,2,559.2719999999999,2,3
FDJ21,16.7,2,0.038606365,146.5102,OUT045,7,1,1,1,2770.3938,1,7
FDC53,8.68,0,0.008871687,99.7384,OUT018,0,1,2,2,295.6152,1,3
DRK35,12.792854228644991,0,0.125793938,36.2506,OUT019,24,2,0,0,37.9506,0,4
FDQ09,7.235,0,0.058369013,115.2834,OUT018,0,1,2,2,1267.0174,1,3
DRB48,16.75,2,0.02397324366666667,39.3822,OUT046,12,2,0,1,353.5398,0,8
DRE25,15.35,0,0.07326933599999999,92.11200000000001,OUT035,5,2,1,1,1118.5439999999999,0,6
FDL08,10.8,0,0.049677650999999996,245.9144,OUT013,22,0,2,1,4655.2736,1,1
NCV42,6.26,1,0.031470832000000004,110.2228,OUT049,10,1,0,1,1547.3192,2,9
FDW03,5.63,2,0.024579432000000002,105.3306,OUT049,10,1,0,1,1045.306,1,9
FDL25,6.92,2,0.131665479,91.8804,OUT017,2,1,1,1,275.6412,1,2
FDC17,12.15,0,0.015523707,212.0928,OUT018,0,1,2,2,2735.1064,1,3
FDK44,16.6,0,0.122475364,175.5738,OUT045,7,1,1,1,347.5476,1,7
FDE34,9.195,0,0.10789139800000001,182.7634,OUT046,12,2,0,1,3817.0314,1,8
FDP10,19.0,0,0.128065918,104.3622,OUT035,5,2,1,1,1905.5196,1,6
FDZ22,9.395,0,0.045361705,83.825,OUT045,7,1,1,1,665.8,1,7
NCK19,9.8,1,0.09039035699999999,192.1478,OUT013,22,0,2,1,2324.9736,2,1
FDO44,12.792854228644991,0,0.087029712,109.2228,OUT027,24,1,2,3,3205.1612,1,5
NCU41,18.85,1,0.052054819,189.1846,OUT046,12,2,0,1,2101.9306,2,8
NCF31,9.13,1,0.051952572999999995,152.3024,OUT045,7,1,1,1,1821.6288,2,7
FDG14,9.0,2,0.050786366,152.2024,OUT017,2,1,1,1,3643.2576,1,2
NCH30,17.1,1,0.067141355,114.586,OUT035,5,2,1,1,2942.836,2,6
FDR36,6.715,2,0.121485195,40.2454,OUT013,22,0,2,1,587.2356,1,1
NCJ30,5.82,1,0.080640478,167.77900000000002,OUT046,12,2,0,1,2886.243,2,8
